FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.151,363,Vrouw uitkijkend over water,Ed van Teeseling,gemeente Nijmegen,"5,863867","51,849750",187843.03757642332,429127.2081745404,Lage Markt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=363,363.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187843.037576423 429127.20817454)
CUL_KUNSTWERKEN.152,364,Twee reliëfs,Ed van Teeseling,gemeente Nijmegen, 5.865491,51.849598,187955.0441807567,429111.03319238,Grotestraat/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=364,364.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187955.044180757 429111.03319238)
CUL_KUNSTWERKEN.153,295,Omgevingsvormgeving,Jan Hein Daniëls,gemeente Nijmegen,"5,87350928","51,8455672",188510.51538684854,428666.26088002505,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188510.515386849 428666.260880025)
CUL_KUNSTWERKEN.154,295,Omgevingsvormgeving,Bas Maters,gemeente Nijmegen,"5,87350928","51,8455672",188510.51538684854,428666.26088002505,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188510.515386849 428666.260880025)
CUL_KUNSTWERKEN.155,120,Het Geldverkeer,Charles Hammes,particulier,"5,86759207","51,8449989",188103.1938462901,428600.32222147944,Klein Mariënburg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=120,120.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188103.19384629 428600.322221479)
CUL_KUNSTWERKEN.156,517,Joris Ivens Monument,Bas Maters,gemeente Nijmegen,"5,85662511","51,8487218",187344.8028820617,429009.56744939525,Joris Ivensplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=517,517.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187344.802882062 429009.567449395)
CUL_KUNSTWERKEN.157,383,Haan,Ed van Teeseling,particulier,"5,78901607","51,8338574",182695.49775528722,427327.8981368039,Zellersacker 11-04,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=383,383.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (182695.497755287 427327.898136804)
CUL_KUNSTWERKEN.158,123,Reliëf,Charles Hammes,particulier,"5,85298716","51,8429359",187098.2653964899,428364.25087464973,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=123,123.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187098.26539649 428364.25087465)
CUL_KUNSTWERKEN.159,408,Afsluitpaal,Ed van Teeseling,gemeente Nijmegen,"5,86389270","51,8494241",187845.04624427325,429090.96225126565,Achter de Vismarkt/Lutherse Plaats,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=408,408.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187845.046244273 429090.962251266)
CUL_KUNSTWERKEN.160,266,Symbool van Communicatie,Hendrik Meek,particulier,"5,86620447","51,8449298",188007.62738336634,428592.003130099,Mariënburg 85,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=266,266.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188007.627383366 428592.003130099)
CUL_KUNSTWERKEN.161,500,Tobias met de vis,Albert Termote,gemeente Nijmegen,"5,81488129","51,8308137",184480.26749119238,426999.4566535551,O.C. Huismanstraat (vijver bij winkelcentrum Notenhout),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=500,500.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184480.267491192 426999.456653555)
CUL_KUNSTWERKEN.162,206,"Ruth, die de vruchten van het veld haalt",Theo Mulder,particulier,"5,83661604","51,8336030",185976.52862486852,427318.8229426808,Graafseweg (Augustinuspark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=206,206.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185976.528624869 427318.822942681)
CUL_KUNSTWERKEN.163,452,Tegelwand,Titus Nolte,particulier,"5,77787936","51,8315364",181929.28081726143,427065.4886779789,Leuvensbroek 30-00 (Lindenholt College),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=452,452.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (181929.280817261 427065.488677979)
CUL_KUNSTWERKEN.164,514,Trafohuisje,Titus Nolte,particulier,"5,89170024","51,8349231",189772.22890749155,427490.6188094739,Berg en Dalseweg/Caesarstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=514,514.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189772.228907492 427490.618809474)
CUL_KUNSTWERKEN.165,515,Trafohuisje,Titus Nolte,particulier,"5,776963","51,829307",181867.44740752445,426817.11943480006,Holtgesbroek 10e en 11e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=515,515.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (181867.447407524 426817.1194348)
CUL_KUNSTWERKEN.166,314,Kloek met kuikens,Ben van Pinxteren,gemeente Nijmegen,5.804939,51.800932,183814.05324133957,423671.0197798547,Weezenhof 11e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=314,314.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183814.05324134 423671.019779855)
CUL_KUNSTWERKEN.167,181,Vier mozaïeken,Onbekend,particulier,"5,827444","51,808012",185361.58602750997,424467.86079350894,Treubstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=181,181.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185361.58602751 424467.860793509)
CUL_KUNSTWERKEN.168,318,Afsluitpaal 'De Gehelmde Wachter',Ben van Pinxteren,gemeente Nijmegen,5.863384,51.847989,187811.04252859435,428931.0722646838,Sint Stevenskerkhof/Achter de Hoofdwacht,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=318,318.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187811.042528594 428931.072264684)
CUL_KUNSTWERKEN.169,326,Omtrent de kievit,Ben van Pinxteren,gemeente Nijmegen,5.809277,51.801240,184113.07208484647,423707.0155431257,Weezenhof 54e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=326,326.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184113.072084846 423707.015543126)
CUL_KUNSTWERKEN.170,348,Vivaldi's kleurklanken,Ted Felen,gemeente Nijmegen,"5,81253764","51,8311533",184318.497961825,427036.28971164016,Symfoniestraat 204,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=348,348.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184318.497961825 427036.28971164)
CUL_KUNSTWERKEN.171,360,Drie muursculpturen,Ben van Pinxteren,gemeente Nijmegen,5.863765,51.849713,187836.03667442128,429123.04567610315,Waalkade (doorgang Achter de Vismarkt),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=360,360.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187836.036674421 429123.045676103)
CUL_KUNSTWERKEN.172,361,Twee muursculpturen,Ben van Pinxteren,gemeente Nijmegen,5.863694,51.849821,187831.06588841317,429135.0289697704,Achter de Vismarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=361,361.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187831.065888413 429135.02896977)
CUL_KUNSTWERKEN.173,204,Fantoom,Lotti van der Gaag,particulier,"5,87513679","51,8260698",188637.22987201714,426497.8612866465,Boenhoffstraat/Van Cranenborchstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=204,204.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188637.229872017 426497.861286647)
CUL_KUNSTWERKEN.174,362,Januskop,Ben van Pinxteren,gemeente Nijmegen,5.857915,51.850453,187432.43177131464,429202.744993,Waalkade (ter hoogte van Kromme Elleboog),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=362,362.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187432.431771315 429202.744993)
CUL_KUNSTWERKEN.175,232,Hulpverlening,Peter Roovers,particulier,"5,87873707","51,8259024",188885.5491960827,426480.91078046313,Groesbeekseweg 327 (voorterrein Huize Joachim en Anna),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=232,232.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188885.549196083 426480.910780463)
CUL_KUNSTWERKEN.176,238,De mens en de vier elementen,Pieter Starreveld,particulier,"5,85584528","51,8473121",187292.08221452334,428852.386114499,Kronenburgersingel 269,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=238,238.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187292.082214523 428852.386114499)
CUL_KUNSTWERKEN.177,248,Zittende figuur,Oscar Goedhart,gemeente Nijmegen,"5,82683857","51,8054775",185321.5381387554,424185.63627641,Couwenbergstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=248,248.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185321.538138755 424185.63627641)
CUL_KUNSTWERKEN.178,260,Hier werd Petrus Canisius geboren,Wim van Woerkom,particulier,"5,86429730","51,8463852",187875.14403669213,428753.0566705047,Broerstraat 42-44,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=260,260.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187875.144036692 428753.056670505)
CUL_KUNSTWERKEN.179,262,Leeuw,Giuseppe Roverso,gemeente Nijmegen,"5,86331282","51,8477461",187806.31505793682,428904.0166061227,Grote Markt (in de kerkboog),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=262,262.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187806.315057937 428904.016606123)
CUL_KUNSTWERKEN.180,271,Sculptuur,Oscar Goedhart,gemeente Nijmegen,"5,8402955","51,852598",186216.95927057293,429433.6640395679,Westerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=271,271.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186216.959270573 429433.664039568)
CUL_KUNSTWERKEN.181,304,Afsluitpaal,Oscar Goedhart,gemeente Nijmegen,"5,86081315","51,8486406",187633.42877363617,429002.40697559796,Lompenkramersgas,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=304,304.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187633.428773636 429002.406975598)
CUL_KUNSTWERKEN.182,335,Olifant,Onbekend,gemeente Nijmegen,"5,86270546","51,8495728",187763.13530508793,429106.9694717572,Lage Markt/Priemstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=335,335.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187763.135305088 429106.969471757)
CUL_KUNSTWERKEN.183,337,Speelplastiek,Jos Wong Lun Hing,particulier,"5,88997901","51,8376433",189651.50137343054,427792.4274402387,Kopseweg 7,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=337,337.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189651.501373431 427792.427440239)
CUL_KUNSTWERKEN.184,358,Twee muursculpturen,Oscar Goedhart,gemeente Nijmegen,"5,85642344","51,8500001",187329.98873662556,429151.693234716,Veemarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=358,358.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187329.988736626 429151.693234716)
CUL_KUNSTWERKEN.185,359,Twee muursculpturen,Oscar Goedhart,gemeente Nijmegen,"5,85666340","51,8499454",187346.56147328703,429145.71449714963,Veemarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=359,359.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187346.561473287 429145.71449715)
CUL_KUNSTWERKEN.186,420,Sculptuur,Peter Dekkers,gemeente Nijmegen,"5,7806303","51,8315866",182118.87084051906,427072.09743559407,Leuvensbroek 12-00,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=420,420.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (182118.870840519 427072.097435594)
CUL_KUNSTWERKEN.187,428,Sculptuur,Gerard Walraeven,particulier,"5,81831688","51,8245501",184721.21807287782,426304.0078675991,Gerstweg (Philipsterrein),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=428,428.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (184721.218072878 426304.007867599)
CUL_KUNSTWERKEN.188,430,Japans Wandelmonument,Onbekend,gemeente Nijmegen,5.866656,51.840657,188041.87862887414,428116.84432132624,Waldeck Pyrmontsingel (Julianapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=430,430.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188041.878628874 428116.844321326)
CUL_KUNSTWERKEN.189,433,Minuendo intellego,Marius van Workum,gemeente Nijmegen,5.874057,51.820368,188567.0421400916,425863.0180158851,d'Almarasweg (Botanische Tuin),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=433,433.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188567.042140092 425863.018015885)
CUL_KUNSTWERKEN.190,520,Gevelsteen ('In de Gecroede Botter Ton'),Onbekend,particulier,"5,86762855","51,8460978",188104.89917073233,428722.5953849322,Raadhuisstraat 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=520,520.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188104.899170732 428722.595384932)
CUL_KUNSTWERKEN.191,4,Poort van het Oude Weeshuis,Simon Bosboom,particulier,"5,859645","51,847260",187553.93886438294,428848.2859829261,Gebroeders van Limburgplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=4,4.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187553.938864383 428848.285982926)
CUL_KUNSTWERKEN.192,542,Zonder titel,LaSalle (Albert Goederond/Patty Struik),gemeente Nijmegen,"5,834878","51,810659",185872.45840733728,424765.481881373,Joulestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=542,542.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185872.458407337 424765.481881373)
CUL_KUNSTWERKEN.193,572,KunstVeld,Gelderse kunstenaars,particulier,"5,86978604","51,8717535",188234.60251871782,431577.8707768469,Rolling Stonesstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=572,572.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188234.602518718 431577.870776847)
CUL_KUNSTWERKEN.194,573,'Al mot ik krupe....',Toon Heijmans,gemeente Nijmegen,5.865611,51.847279,187965.01128000495,428853.09053694666,Burchtstraat (tegenover de entree stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=573,573.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187965.011280005 428853.090536947)
CUL_KUNSTWERKEN.195,177,Kind op bank,Ed van Teeseling,particulier,"5,89930726","51,8330941",190297.96612489445,427290.80539871444,Hengstdal Ubbergen (voorplein Sint Maartenskliniek),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=177,177.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (190297.966124894 427290.805398714)
CUL_KUNSTWERKEN.196,263,Zittend kind,Ed van Teeseling,gemeente Nijmegen,"5,86970074","51,8314489",188258.50966732032,427093.80099957174,Heyendaalseweg/Professor Huijbersstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=263,263.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188258.50966732 427093.800999572)
CUL_KUNSTWERKEN.197,223,Moeder Gods als beschermster van de schippers,Hans Truijen,gemeente Nijmegen,"5,86656096","51,8488842",188029.28976289538,429032.1063805523,Vleeshouwerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=223,223.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188029.289762895 429032.106380552)
CUL_KUNSTWERKEN.198,228,Het gesprek,Pieter d'Hont,gemeente Nijmegen,"5,86393549","51,8342546",187859.068491629,427403.3209015096,Archipelstraat/Molukkenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=228,228.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187859.068491629 427403.32090151)
CUL_KUNSTWERKEN.199,229,Dame met stola,Pieter d'Hont,gemeente Nijmegen,"5,85819385","51,8429477",187457.05776605426,428367.8774953811,Nassausingel (plein stadsschouwburg),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=229,229.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187457.057766054 428367.877495381)
CUL_KUNSTWERKEN.200,230,Moeder en kind,Oscar Jespers,gemeente Nijmegen,5.865646,51.845076,187969.03699346466,428608.01476808876,Arsenaalpoort,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=230,230.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187969.036993465 428608.014768089)
CUL_KUNSTWERKEN.201,6,Weesjongen en weesmeisje,Gerhard Gröninger,gemeente Nijmegen,"5,86054756","51,8485003",187615.2305920457,428986.67879545805,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=6,6.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187615.230592046 428986.678795458)
CUL_KUNSTWERKEN.202,73,C.A.P. Ivensbank,Charles Estourgie,gemeente Nijmegen,"5,872782","51,847941",188458.6352886935,428930.01923042454,Hunnerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=73,73.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188458.635288694 428930.019230425)
CUL_KUNSTWERKEN.203,106,Sint Stephanus,Albert Termote,gemeente Nijmegen,"5,88415640","51,8376942",189250.17154104283,427795.3288597835,Berg en Dalseweg 205 (bij de Sint Stephanuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=106,106.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189250.171541043 427795.328859783)
CUL_KUNSTWERKEN.323,773,Zonder titel.,,Onbekend,"5,842903","51,834949",186408.9236090973,427471.27043342247,Resedastraat hoek Hatertseveldweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=773,773.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186408.923609097 427471.270433422)
CUL_KUNSTWERKEN.324,774,Zonder titel.,,Onbekend,"5,797219","51,847651",183252.22913841822,428865.65310466604,Hessenberg 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=774,774.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183252.229138418 428865.653104666)
CUL_KUNSTWERKEN.325,775,Zonder titel,,Onbekend,"5,865752","51,847422",187974.62206377013,428869.0638028636,Mr. Hermanstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=775,775.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187974.62206377 428869.063802864)
